-4.250826263427734375e+01,-4.165126419067382812e+01
-9.723542213439941406e+00,-6.317712020874023438e+01
-6.175388336181640625e+01,-8.343085289001464844e+00
5.576506614685058594e+00,-7.352090358734130859e+00
-2.616126441955566406e+01,-4.946465682983398438e+01
9.046788215637207031e+00,-1.659067916870117188e+01
1.680095553398132324e+00,2.587819671630859375e+01
-6.782532334327697754e-01,2.408624267578125000e+01
1.533659744262695312e+01,-3.639653778076171875e+01
-5.715561676025390625e+01,7.116555213928222656e+00
-3.400881195068359375e+01,-2.826606559753417969e+01
6.549777507781982422e+00,1.650057792663574219e+01
1.160659313201904297e+00,3.164216613769531250e+01
6.068582916259765625e+01,-1.195937252044677734e+01
-3.705767440795898438e+01,-4.371779632568359375e+01
-3.172924804687500000e+01,-4.416116333007812500e+01
1.239935684204101562e+01,-3.396537399291992188e+01
6.082251739501953125e+01,-1.353935909271240234e+01
-3.786378097534179688e+01,-4.358216857910156250e+01
4.095179748535156250e+01,1.654803466796875000e+01
3.887866735458374023e+00,-2.907097053527832031e+01
6.183822154998779297e-01,2.804031372070312500e+01
2.546402692794799805e+00,1.866154289245605469e+01
-1.599156379699707031e+01,-6.053165817260742188e+01
-5.752813339233398438e+01,2.264249801635742188e+01
5.820771789550781250e+01,-2.441174507141113281e+01
-5.741345977783203125e+01,7.584641933441162109e+00
-3.789337921142578125e+01,-4.342852783203125000e+01
4.912363815307617188e+01,2.305561065673828125e+01
-6.816360354423522949e-01,1.859172439575195312e+01
-3.301952743530273438e+01,-5.181839370727539062e+01
4.220275497436523438e+01,1.730884170532226562e+01
-5.594293594360351562e+01,9.373146057128906250e+00
4.738060760498046875e+01,2.326026535034179688e+01
5.141578292846679688e+01,2.500358009338378906e+01
3.572257518768310547e+00,3.100124359130859375e+01
3.607044517993927002e-01,1.703375816345214844e+01
6.794482231140136719e+00,1.431245231628417969e+01
6.742291259765625000e+01,-8.362552642822265625e+00
-4.807827528566122055e-03,2.078329849243164062e+01
-8.137161731719970703e-01,2.477608489990234375e+01
-3.497300338745117188e+01,-2.940486717224121094e+01
4.417411041259765625e+01,1.050104427337646484e+01
1.321261048316955566e+00,2.226485633850097656e+01
6.527498626708984375e+01,-4.085519313812255859e+00
-5.999199295043945312e+01,-8.141102790832519531e+00
8.947407603263854980e-01,1.630655097961425781e+01
-3.157394790649414062e+01,-3.372014236450195312e+01
1.088254094123840332e+00,2.654173088073730469e+01
-4.898692607879638672e+00,-7.940268039703369141e+00
-4.747988510131835938e+01,-3.417446517944335938e+01
4.146668624877929688e+01,1.452882289886474609e+01
-2.353327423334121704e-01,3.489299774169921875e+01
5.638150572776794434e-01,1.894311141967773438e+01
6.181665420532226562e+01,-1.933274841308593750e+01
-3.346144866943359375e+01,-5.284577941894531250e+01
6.664594268798828125e+01,-4.434469699859619141e+00
-2.437427520751953125e+01,-6.953726196289062500e+01
5.892897129058837891e+00,3.513026046752929688e+01
4.043768692016601562e+01,1.761615753173828125e+01
-1.835548782348632812e+01,-6.740748596191406250e+01
3.698038482666015625e+01,1.989822959899902344e+01
2.041313648223876953e+00,2.069963645935058594e+01
6.595094299316406250e+01,-1.542782306671142578e+00
-9.192839622497558594e+00,-1.278573131561279297e+01
4.344493865966796875e+00,1.647268486022949219e+01
-2.580071926116943359e+00,3.198002624511718750e+01
-4.743807983398437500e+01,-3.524084472656250000e+01
-4.610264778137207031e+00,-5.648125457763671875e+01
3.270923852920532227e+00,-2.331301879882812500e+01
4.595106506347656250e+01,2.644535064697265625e+01
5.467013931274414062e+01,2.788697242736816406e+01
3.245082473754882812e+01,-1.690850639343261719e+01
3.520875549316406250e+01,-1.742919349670410156e+01
-5.775777053833007812e+01,8.546803474426269531e+00
